scenario_id,replicate_id,realised_kappa,misclass_primary_to_secondary,misclass_secondary_to_primary,net_primary_rate,unsafe_secondary_rate,over_escalation_rate,over_escalation_burden_hours_per_100,n_latent_primary,n_latent_secondary
22,0,0.2611133360032038,0.05927342256214149,0.44025157232704404,0.702,0.05927342256214149,0.44025157232704404,17.5,523,477
22,1,0.24642200367794026,0.0437375745526839,0.448692152917505,0.704,0.0437375745526839,0.448692152917505,18.583333333333332,503,497
22,2,0.2829465106060001,0.052,0.404,0.676,0.052,0.404,16.833333333333336,500,500
22,3,0.2746383182799137,0.05813953488372093,0.4132231404958678,0.686,0.05813953488372093,0.4132231404958678,16.666666666666668,516,484
22,4,0.297814623060488,0.03359683794466403,0.402834008097166,0.688,0.03359683794466403,0.402834008097166,16.583333333333336,506,494
22,5,0.308154973285984,0.052123552123552123,0.4045643153526971,0.686,0.052123552123552123,0.4045643153526971,16.25,518,482
22,6,0.2848328472066412,0.047058823529411764,0.4346938775510204,0.699,0.047058823529411764,0.4346938775510204,17.75,510,490
22,7,0.33152939669527354,0.04669260700389105,0.3950617283950617,0.682,0.04669260700389105,0.3950617283950617,16.0,514,486
22,8,0.35332746055898145,0.04142011834319527,0.3894523326572008,0.678,0.04142011834319527,0.3894523326572008,16.0,507,493
22,9,0.32200000000000006,0.045081967213114756,0.388671875,0.665,0.045081967213114756,0.388671875,16.583333333333336,488,512
22,10,0.27218632030200274,0.05432595573440644,0.4095427435387674,0.676,0.05432595573440644,0.4095427435387674,17.166666666666668,497,503
22,11,0.367595260967019,0.049689440993788817,0.3597678916827853,0.645,0.049689440993788817,0.3597678916827853,15.500000000000002,483,517
22,12,0.3118458534711776,0.04462474645030426,0.41420118343195267,0.681,0.04462474645030426,0.41420118343195267,17.5,493,507
22,13,0.32360710950780947,0.052,0.406,0.677,0.052,0.406,16.916666666666668,500,500
22,14,0.24893565748252866,0.03294573643410853,0.45454545454545453,0.719,0.03294573643410853,0.45454545454545453,18.333333333333332,516,484
22,15,0.32217894475858383,0.0371900826446281,0.4127906976744186,0.679,0.0371900826446281,0.4127906976744186,17.75,484,516
22,16,0.30742654918272333,0.04032258064516129,0.4226190476190476,0.689,0.04032258064516129,0.4226190476190476,17.75,496,504
22,17,0.27828868452618954,0.041407867494824016,0.43520309477756286,0.688,0.041407867494824016,0.43520309477756286,18.75,483,517
22,18,0.3101103823388258,0.060851926977687626,0.4161735700197239,0.674,0.060851926977687626,0.4161735700197239,17.583333333333332,493,507
22,19,0.31080079338048205,0.06722689075630252,0.3931297709923664,0.65,0.06722689075630252,0.3931297709923664,17.166666666666668,476,524
22,20,0.31175773872403095,0.0631163708086785,0.4259634888438134,0.685,0.0631163708086785,0.4259634888438134,17.5,507,493
22,21,0.2974941958209911,0.05263157894736842,0.43873517786561267,0.69,0.05263157894736842,0.43873517786561267,18.500000000000004,494,506
22,22,0.31140473434194255,0.046464646464646465,0.4099009900990099,0.679,0.046464646464646465,0.4099009900990099,17.25,495,505
22,23,0.28028048957009827,0.03619047619047619,0.44,0.715,0.03619047619047619,0.44,17.416666666666668,525,475
22,24,0.3255413681303287,0.04790419161676647,0.41082164328657317,0.682,0.04790419161676647,0.41082164328657317,17.083333333333332,501,499
22,25,0.2897443079508624,0.05303030303030303,0.4004237288135593,0.689,0.05303030303030303,0.4004237288135593,15.749999999999998,528,472
22,26,0.31901330819740226,0.039337474120082816,0.41779497098646035,0.68,0.039337474120082816,0.41779497098646035,18.0,483,517
22,27,0.2751993703670984,0.036290322580645164,0.4662698412698413,0.713,0.036290322580645164,0.4662698412698413,19.583333333333332,496,504
22,28,0.31014900781431215,0.045816733067729085,0.3855421686746988,0.671,0.045816733067729085,0.3855421686746988,16.0,502,498
22,29,0.3040890765981954,0.045816733067729085,0.40562248995983935,0.681,0.045816733067729085,0.40562248995983935,16.833333333333332,502,498
22,30,0.2605324166600049,0.04801670146137787,0.43186180422264875,0.681,0.04801670146137787,0.43186180422264875,18.75,479,521
22,31,0.2620177115749222,0.044897959183673466,0.4235294117647059,0.684,0.044897959183673466,0.4235294117647059,18.0,490,510
22,32,0.3238620678618438,0.036,0.394,0.679,0.036,0.394,16.416666666666668,500,500
22,33,0.2917960372587305,0.05304518664047151,0.4154786150712831,0.686,0.05304518664047151,0.4154786150712831,16.999999999999996,509,491
22,34,0.3552908199018921,0.04330708661417323,0.39227642276422764,0.679,0.04330708661417323,0.39227642276422764,16.083333333333332,508,492
22,35,0.2911522180527912,0.056112224448897796,0.4471057884231537,0.695,0.056112224448897796,0.4471057884231537,18.666666666666668,499,501
22,36,0.32060873457382194,0.041407867494824016,0.402321083172147,0.671,0.041407867494824016,0.402321083172147,17.333333333333332,483,517
22,37,0.32600000000000007,0.06,0.398,0.669,0.06,0.398,16.583333333333336,500,500
22,38,0.26690928956480525,0.03065134099616858,0.4372384937238494,0.715,0.03065134099616858,0.4372384937238494,17.416666666666668,522,478
22,39,0.2715075390964293,0.042682926829268296,0.4409448818897638,0.695,0.042682926829268296,0.4409448818897638,18.666666666666668,492,508
22,40,0.3215821186709434,0.07867494824016563,0.37524177949709864,0.639,0.07867494824016563,0.37524177949709864,16.166666666666668,483,517
22,41,0.3540206713385173,0.0465587044534413,0.383399209486166,0.665,0.0465587044534413,0.383399209486166,16.166666666666668,494,506
22,42,0.29439969851623493,0.03048780487804878,0.4389763779527559,0.7,0.03048780487804878,0.4389763779527559,18.58333333333333,492,508
22,43,0.3007189734233022,0.048327137546468404,0.43073593073593075,0.711,0.048327137546468404,0.43073593073593075,16.583333333333336,538,462
22,44,0.3214571657325862,0.06201550387596899,0.41735537190082644,0.686,0.06201550387596899,0.41735537190082644,16.833333333333332,516,484
22,45,0.29406776949412866,0.06958250497017893,0.4245472837022133,0.679,0.06958250497017893,0.4245472837022133,17.583333333333332,503,497
22,46,0.34585870548038383,0.030364372469635626,0.3794466403162055,0.671,0.030364372469635626,0.3794466403162055,16.0,494,506
22,47,0.26552405959061476,0.03861788617886179,0.4409448818897638,0.697,0.03861788617886179,0.4409448818897638,18.666666666666668,492,508
22,48,0.29400000000000004,0.046511627906976744,0.42768595041322316,0.699,0.046511627906976744,0.42768595041322316,17.25,516,484
22,49,0.28904447577544223,0.054820415879017016,0.416135881104034,0.696,0.054820415879017016,0.416135881104034,16.333333333333332,529,471
22,50,0.3212487411883182,0.043233082706766915,0.43162393162393164,0.711,0.043233082706766915,0.43162393162393164,16.833333333333336,532,468
22,51,0.2779406868388644,0.04873294346978557,0.44969199178644764,0.707,0.04873294346978557,0.44969199178644764,18.25,513,487
22,52,0.2522960907480638,0.043052837573385516,0.40286298568507156,0.686,0.043052837573385516,0.40286298568507156,16.416666666666668,511,489
22,53,0.2523634960447617,0.04570383912248629,0.4392935982339956,0.721,0.04570383912248629,0.4392935982339956,16.583333333333336,547,453
