scenario_id,replicate_id,realised_kappa,misclass_primary_to_secondary,misclass_secondary_to_primary,net_primary_rate,unsafe_secondary_rate,over_escalation_rate,over_escalation_burden_hours_per_100,n_latent_primary,n_latent_secondary
17,0,0.5386395602860933,0.0,0.19540229885057472,0.37,0.0,0.19540229885057472,12.75,217,783
17,1,0.4930540843194819,0.005050505050505051,0.2194513715710723,0.373,0.005050505050505051,0.2194513715710723,14.666666666666664,198,802
17,2,0.5213710403746687,0.026737967914438502,0.21525215252152521,0.357,0.026737967914438502,0.21525215252152521,14.583333333333334,187,813
17,3,0.5073284887301392,0.004739336492890996,0.21926489226869456,0.383,0.004739336492890996,0.21926489226869456,14.416666666666666,211,789
17,4,0.5196637646352449,0.014778325123152709,0.21580928481806774,0.372,0.014778325123152709,0.21580928481806774,14.333333333333334,203,797
17,5,0.5081270268132565,0.0,0.23200992555831265,0.381,0.0,0.23200992555831265,15.583333333333336,194,806
17,6,0.48987962184443135,0.0,0.22276621787025705,0.365,0.0,0.22276621787025705,15.166666666666666,183,817
17,7,0.4902378065378239,0.00980392156862745,0.228643216080402,0.384,0.00980392156862745,0.228643216080402,15.166666666666668,204,796
17,8,0.5319625151654603,0.0051813471502590676,0.19206939281288724,0.347,0.0051813471502590676,0.19206939281288724,12.916666666666666,193,807
17,9,0.5132752289876127,0.005128205128205128,0.21739130434782608,0.369,0.005128205128205128,0.21739130434782608,14.583333333333334,195,805
17,10,0.524903001029377,0.014563106796116505,0.21914357682619648,0.377,0.014563106796116505,0.21914357682619648,14.500000000000002,206,794
17,11,0.5062275787012779,0.0048543689320388345,0.20906801007556675,0.371,0.0048543689320388345,0.20906801007556675,13.833333333333336,206,794
17,12,0.4769983347210659,0.011049723756906077,0.221001221001221,0.36,0.011049723756906077,0.221001221001221,15.083333333333332,181,819
17,13,0.5217980393719617,0.0182648401826484,0.20358514724711907,0.374,0.0182648401826484,0.20358514724711907,13.25,219,781
17,14,0.502529015056462,0.018867924528301886,0.22715736040609136,0.387,0.018867924528301886,0.22715736040609136,14.916666666666664,212,788
17,15,0.5017685910746148,0.005050505050505051,0.19576059850374064,0.354,0.005050505050505051,0.19576059850374064,13.083333333333334,198,802
17,16,0.5491271100851246,0.015384615384615385,0.19751552795031055,0.351,0.015384615384615385,0.19751552795031055,13.249999999999998,195,805
17,17,0.48186528497409337,0.014778325123152709,0.22835633626097868,0.382,0.014778325123152709,0.22835633626097868,15.166666666666668,203,797
17,18,0.5352661495013046,0.0,0.2113022113022113,0.358,0.0,0.2113022113022113,14.333333333333334,186,814
