scenario_id,replicate_id,realised_kappa,misclass_primary_to_secondary,misclass_secondary_to_primary,net_primary_rate,unsafe_secondary_rate,over_escalation_rate,over_escalation_burden_hours_per_100,n_latent_primary,n_latent_secondary
18,0,0.6402249652129287,0.0,0.14050632911392405,0.321,0.0,0.14050632911392405,9.25,210,790
18,1,0.5611600179765776,0.010309278350515464,0.17866004962779156,0.336,0.010309278350515464,0.17866004962779156,12.0,194,806
18,2,0.5778879045697746,0.005434782608695652,0.1642156862745098,0.317,0.005434782608695652,0.1642156862745098,11.166666666666664,184,816
18,3,0.5802987285520306,0.004424778761061947,0.1834625322997416,0.367,0.004424778761061947,0.1834625322997416,11.833333333333334,226,774
18,4,0.6315789473684211,0.004830917874396135,0.15006305170239598,0.325,0.004830917874396135,0.15006305170239598,9.916666666666666,207,793
18,5,0.5583586437736316,0.005235602094240838,0.19530284301606923,0.348,0.005235602094240838,0.19530284301606923,13.166666666666668,191,809
18,6,0.587213356852771,0.0049261083743842365,0.1806775407779172,0.346,0.0049261083743842365,0.1806775407779172,12.000000000000002,203,797
18,7,0.5978103608369864,0.005208333333333333,0.15965346534653466,0.32,0.005208333333333333,0.15965346534653466,10.750000000000002,192,808
18,8,0.6020254808422397,0.0049504950495049506,0.16541353383458646,0.333,0.0049504950495049506,0.16541353383458646,11.0,202,798
18,9,0.6118329655961428,0.0,0.16412213740458015,0.343,0.0,0.16412213740458015,10.75,214,786
18,10,0.6096735451468499,0.005235602094240838,0.15203955500618047,0.313,0.005235602094240838,0.15203955500618047,10.25,191,809
18,11,0.5885106463950678,0.0041841004184100415,0.19579500657030224,0.387,0.0041841004184100415,0.19579500657030224,12.416666666666666,239,761
18,12,0.5551067197991156,0.0,0.18137847642079807,0.323,0.0,0.18137847642079807,12.499999999999998,173,827
18,13,0.5718333835023508,0.0,0.17358490566037735,0.343,0.0,0.17358490566037735,11.5,205,795
18,14,0.6177530160857909,0.00966183574879227,0.15762925598991173,0.33,0.00966183574879227,0.15762925598991173,10.416666666666666,207,793
18,15,0.6296609810809666,0.0,0.15269086357947434,0.323,0.0,0.15269086357947434,10.166666666666666,201,799
18,16,0.6290176598118251,0.015151515151515152,0.16209476309226933,0.325,0.015151515151515152,0.16209476309226933,10.833333333333336,198,802
18,17,0.623342175066313,0.005,0.155,0.323,0.005,0.155,10.333333333333334,200,800
18,18,0.6224418509081943,0.004901960784313725,0.16959798994974876,0.338,0.004901960784313725,0.16959798994974876,11.250000000000002,204,796
18,19,0.6172915667055087,0.005494505494505495,0.13691931540342298,0.293,0.005494505494505495,0.13691931540342298,9.333333333333334,182,818
18,20,0.637774359674312,0.004830917874396135,0.15006305170239598,0.325,0.004830917874396135,0.15006305170239598,9.916666666666666,207,793
18,21,0.5831607290803645,0.009900990099009901,0.17794486215538846,0.342,0.009900990099009901,0.17794486215538846,11.833333333333334,202,798
18,22,0.5759139565184067,0.010362694300518135,0.1970260223048327,0.35,0.010362694300518135,0.1970260223048327,13.25,193,807
18,23,0.5944558521560573,0.004878048780487805,0.1761006289308176,0.344,0.004878048780487805,0.1761006289308176,11.666666666666664,205,795
18,24,0.639793210863025,0.014018691588785047,0.16539440203562342,0.341,0.014018691588785047,0.16539440203562342,10.833333333333336,214,786
18,25,0.6110395401843227,0.0,0.16427640156453716,0.359,0.0,0.16427640156453716,10.5,233,767
18,26,0.6109611064163075,0.009569377990430622,0.16687737041719342,0.339,0.009569377990430622,0.16687737041719342,11.0,209,791
18,27,0.6556153825129143,0.01020408163265306,0.13681592039800994,0.304,0.01020408163265306,0.13681592039800994,9.166666666666666,196,804
18,28,0.607361575191576,0.0,0.1643835616438356,0.329,0.0,0.1643835616438356,11.0,197,803
18,29,0.6083523462060119,0.009389671361502348,0.15120711562897077,0.33,0.009389671361502348,0.15120711562897077,9.916666666666666,213,787
18,30,0.6144287031778368,0.005154639175257732,0.17369727047146402,0.333,0.005154639175257732,0.17369727047146402,11.666666666666668,194,806
18,31,0.605970582593232,0.00966183574879227,0.1664564943253468,0.337,0.00966183574879227,0.1664564943253468,11.0,207,793
18,32,0.5809545094374123,0.0,0.18387909319899245,0.352,0.0,0.18387909319899245,12.166666666666668,206,794
18,33,0.5701639763025259,0.0,0.20506329113924052,0.372,0.0,0.20506329113924052,13.5,210,790
18,34,0.5786040573696912,0.0,0.18414322250639387,0.362,0.0,0.18414322250639387,12.0,218,782
18,35,0.5652394852887204,0.0058823529411764705,0.16626506024096385,0.307,0.0058823529411764705,0.16626506024096385,11.5,170,830
18,36,0.5763306455965371,0.0,0.16646115906288533,0.324,0.0,0.16646115906288533,11.250000000000002,189,811
18,37,0.5720238159325574,0.0,0.16480793060718713,0.326,0.0,0.16480793060718713,11.083333333333334,193,807
18,38,0.5903614457831325,0.0,0.16563658838071693,0.325,0.0,0.16563658838071693,11.166666666666666,191,809
18,39,0.5980771163090787,0.004975124378109453,0.16145181476846057,0.329,0.004975124378109453,0.16145181476846057,10.75,201,799
18,40,0.6514077960709784,0.0,0.14974619289340102,0.33,0.0,0.14974619289340102,9.833333333333334,212,788
18,41,0.5923804978923088,0.0,0.17866323907455012,0.361,0.0,0.17866323907455012,11.583333333333332,222,778
18,42,0.5700314748201438,0.02197802197802198,0.15892420537897312,0.308,0.02197802197802198,0.15892420537897312,10.833333333333334,182,818
18,43,0.6466123439844714,0.009302325581395349,0.1554140127388535,0.335,0.009302325581395349,0.1554140127388535,10.166666666666666,215,785
18,44,0.6283014422951078,0.0049261083743842365,0.15809284818067754,0.328,0.0049261083743842365,0.15809284818067754,10.5,203,797
18,45,0.6066029786499629,0.004901960784313725,0.18090452261306533,0.347,0.004901960784313725,0.18090452261306533,12.000000000000002,204,796
18,46,0.6174128838796402,0.0,0.15736040609137056,0.336,0.0,0.15736040609137056,10.333333333333334,212,788
18,47,0.5933462234907774,0.014285714285714285,0.1759493670886076,0.346,0.014285714285714285,0.1759493670886076,11.583333333333334,210,790
18,48,0.6262266182434882,0.0056179775280898875,0.15085158150851583,0.301,0.0056179775280898875,0.15085158150851583,10.333333333333332,178,822
18,49,0.6237548722390645,0.01015228426395939,0.14819427148194272,0.314,0.01015228426395939,0.14819427148194272,9.916666666666668,197,803
18,50,0.579070250369015,0.010526315789473684,0.1469135802469136,0.307,0.010526315789473684,0.1469135802469136,9.916666666666666,190,810
18,51,0.5812003163108169,0.010256410256410256,0.1826086956521739,0.34,0.010256410256410256,0.1826086956521739,12.25,195,805
18,52,0.5452850143311856,0.005128205128205128,0.20124223602484473,0.356,0.005128205128205128,0.20124223602484473,13.5,195,805
18,53,0.6313224281470945,0.0,0.15365239294710328,0.328,0.0,0.15365239294710328,10.166666666666666,206,794
