scenario_id,replicate_id,realised_kappa,misclass_primary_to_secondary,misclass_secondary_to_primary,net_primary_rate,unsafe_secondary_rate,over_escalation_rate,over_escalation_burden_hours_per_100,n_latent_primary,n_latent_secondary
21,0,0.2242513425650089,0.05353319057815846,0.450281425891182,0.682,0.05353319057815846,0.450281425891182,20.0,467,533
21,1,0.23090551815224045,0.07037037037037037,0.5,0.732,0.07037037037037037,0.5,19.166666666666668,540,460
21,2,0.16821293748800303,0.06875,0.5307692307692308,0.723,0.06875,0.5307692307692308,23.0,480,520
21,3,0.23820111490566492,0.08678500986193294,0.48073022312373226,0.7,0.08678500986193294,0.48073022312373226,19.75,507,493
21,4,0.20530066458483462,0.0625,0.49404761904761907,0.714,0.0625,0.49404761904761907,20.75,496,504
21,5,0.22963022250680323,0.07954545454545454,0.4830508474576271,0.714,0.07954545454545454,0.4830508474576271,18.999999999999996,528,472
21,6,0.16437436028659153,0.07028112449799197,0.48406374501992033,0.706,0.07028112449799197,0.48406374501992033,20.25,498,502
21,7,0.22330484785560248,0.05811623246492986,0.4491017964071856,0.695,0.05811623246492986,0.4491017964071856,18.75,499,501
21,8,0.19792300060805826,0.08456659619450317,0.4971537001897533,0.695,0.08456659619450317,0.4971537001897533,21.833333333333332,473,527
21,9,0.16085204559837848,0.04789272030651341,0.5104602510460251,0.741,0.04789272030651341,0.5104602510460251,20.333333333333332,522,478
21,10,0.22795367722063326,0.09815950920245399,0.48532289628180036,0.689,0.09815950920245399,0.48532289628180036,20.666666666666668,489,511
21,11,0.18199999999999994,0.0622568093385214,0.4609053497942387,0.706,0.0622568093385214,0.4609053497942387,18.666666666666668,514,486
21,12,0.18697562924490613,0.06613226452905811,0.469061876247505,0.701,0.06613226452905811,0.469061876247505,19.583333333333332,499,501
21,13,0.18232706917233096,0.07128309572301425,0.5088408644400786,0.715,0.07128309572301425,0.5088408644400786,21.583333333333332,491,509
21,14,0.16399999999999992,0.0784313725490196,0.49387755102040815,0.712,0.0784313725490196,0.49387755102040815,20.166666666666668,510,490
21,15,0.19168775596554397,0.10474308300395258,0.4939271255060729,0.697,0.10474308300395258,0.4939271255060729,20.333333333333332,506,494
21,16,0.16986717874859975,0.06378600823045268,0.5038910505836576,0.714,0.06378600823045268,0.5038910505836576,21.583333333333332,486,514
21,17,0.21895026916175336,0.07662082514734773,0.4969450101832994,0.714,0.07662082514734773,0.4969450101832994,20.333333333333332,509,491
21,18,0.1832453186744552,0.0625,0.4918032786885246,0.72,0.0625,0.4918032786885246,19.999999999999996,512,488
21,19,0.18734987990392316,0.076,0.536,0.73,0.076,0.536,22.333333333333332,500,500
21,20,0.20974172922877982,0.08,0.486,0.703,0.08,0.486,20.25,500,500
21,21,0.24165419431260654,0.06765327695560254,0.4952561669829222,0.702,0.06765327695560254,0.4952561669829222,21.75,473,527
21,22,0.18799999999999994,0.06365503080082136,0.48927875243664715,0.707,0.06365503080082136,0.48927875243664715,20.916666666666668,487,513
21,23,0.1543517896555032,0.07784431137724551,0.49498997995991983,0.709,0.07784431137724551,0.49498997995991983,20.583333333333332,501,499
21,24,0.25011998080307146,0.06072874493927125,0.44466403162055335,0.689,0.06072874493927125,0.44466403162055335,18.75,494,506
21,25,0.18482614965550379,0.07554671968190854,0.5191146881287726,0.723,0.07554671968190854,0.5191146881287726,21.5,503,497
21,26,0.20582845894713256,0.06355140186915888,0.44086021505376344,0.706,0.06355140186915888,0.44086021505376344,17.083333333333332,535,465
21,27,0.2238012931310415,0.07331975560081466,0.48919449901768175,0.704,0.07331975560081466,0.48919449901768175,20.75,491,509
21,28,0.20827552011899855,0.09406952965235174,0.4735812133072407,0.685,0.09406952965235174,0.4735812133072407,20.166666666666668,489,511
21,29,0.159142325171675,0.06534653465346535,0.5131313131313131,0.726,0.06534653465346535,0.5131313131313131,21.166666666666668,505,495
21,30,0.20247851289226454,0.09504950495049505,0.494949494949495,0.702,0.09504950495049505,0.494949494949495,20.416666666666668,505,495
21,31,0.2658414217470974,0.07407407407407407,0.4688715953307393,0.691,0.07407407407407407,0.4688715953307393,20.083333333333332,486,514
